filename,title,jcamp-dx,data type,class,origin,owner,date,names,molform,source reference,$nist id,$nist source,$nist image,spectrometer/data system,state,sampling procedure,resolution,data processing,xunits,yunits,xfactor,yfactor,deltax,firstx,lastx,firsty,maxx,minx,maxy,miny,npoints,xydata,end,x_min,x_max,y_min,y_max,path length,mp,bp,instrument parameters,xlabel,ylabel,cas name,cas registry no,$nist doc file,instrument resolution,ir source,aperture,beamsplitter,detector,scanner speed,phase correction,interferogram zerofill,spectral interval after zerofilling,spectral range,apodization,folding limits,number of interferograms averaged per single channel spectrum,$spectra version,$uncertainty in y,sample description,pressure,temperature,$nist psd file,external diffuse reflectance accessory,detector (dia. det. port in sphere),sphere diameter,acquisition mode,coadded scans,phase resolution,zerofilling,spectral resolution,wavenumber accuracy,apodization function,low pass filter,switch gain on
C140670_IR_0.jdx,1-Allyl-4-methoxybenzene,4.24,INFRARED SPECTRUM,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 10 H 12 O,,,MSDC-IR,,HP-GC/MS/IRD,gas,,,,1/CM,ABSORBANCE,1.0,4.1e-06,4.0,550.0,3846.0,0.001542,3846,550,0.041,0,825,(X++(Y..Y)),,550.0,3846.0,0.0,0.040999999999999995,,,,,,,,140-67-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C140690568_IR_0.jdx,"2,4-Bis(trifluoromethyl)benzyl bromide",4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 9 H 5 Br F 6,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,1.92898,549.8,4000.7,3,4000.7,549.759,0.86075,0,1790,(X++(Y..Y)),,549.759,4000.7,0.0,0.86075,,,,,,,,140690-56-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14072867_IR_0.jdx,"1-CYCLOHEXENE, 4,4-DIMETHYL-",4.24,INFRARED SPECTRUM,COBLENTZ III,DOW CORNING CORP.,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,"Not specified, most likely prior to 1970","4,4-dimethyl-1-cyclohexene",C8 H14,COBLENTZ NO. 4299,,COBLENTZ,cob4299,PERKIN-ELMER 521 (GRATING),"SOLUTION (10% IN CCl4 FOR 3800-1300, 10% IN CS2 FOR 1300-600, AND 10% IN CCl4 FOR 600-250 CM^-^1) VERSUS SOLVENT",TRANSMISSION,4,DIGITIZED BY NIST FROM HARD COPY (FROM TWO SEGMENTS),1/CM,TRANSMITTANCE,1.0,1,1.28103,209.127,3788.33,0.902,3788.33,209.127,0.916,0.00143705,2795,(X++(Y..Y)),,209.127,3788.33,0.0014,0.916,"0.011, 0.011, AND 0.020 CM (CsBr CELL)",,,"FILTERS AT 3150, 2500, 2000, 1150, 700, 410; GRATING CHANGES AT 2000, 630 CM^-^1",,,,14072-86-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C140750_IR_0.jdx,"Benzenemethanamine, 4-fluoro-",4.24,INFRARED SPECTRUM,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 7 H 8 F N,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.000137955,4.0,450.0,3966.0,0.03173,3966,450,1.37955,0,880,(X++(Y..Y)),,450.0,3966.0,0.0,1.3795499999999998,,,,,,,,140-75-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C140750_IR_1.jdx,p-Fluorobenzylamine,4.24,INFRARED SPECTRUM,COBLENTZ II,DOW CHEMICAL COMPANY,COPYRIGHT (C) 1988 by COBLENTZ SOCIETY INC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1966/02/04,4-fluorobenzylamine (4-fluorophenyl)methanamine,C7 H8 F N,COBLENTZ NO. 08964,,COBLENTZ,cob8964,BECKMAN IR-9 (GRATING),LIQUID (NEAT),TRANSMISSION,2,DIGITIZED BY COBLENTZ SOCIETY (BATCH I) FROM HARD COPY,1/CM,TRANSMITTANCE,1,1,1,3800,405,0.8863,3800,405,0.9111,0.038,3396,(X++(Y..Y)),,405.0,3800.0,0.038,0.9111,CAPILLARY,,,"ORDER CHANGES: 670, 1200, 2000 CM^-^1",,,,140-75-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C140761_IR_0.jdx,2-METHYL-5-VINYL-PYRIDINE,4.24,INFRARED SPECTRUM,COBLENTZ,"TENNESSEE EASTMAN COMPANY, RESEARCH LABORATORIES",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,"Not specified, most likely prior to 1970",2-methyl-5-vinylpyridine,C8 H9 N,COBLENTZ NO. 1526,,COBLENTZ,cob1526,"Not specified, most likely a prism, grating, or hybrid spectrometer.",,TRANSMISSION,4,DIGITIZED BY NIST FROM HARD COPY,MICROMETERS,TRANSMITTANCE,1.0,1,0.006816,1.993,15.9933,0.979,15.9933,1.993,0.989,0.023,2055,(X++(Y..Y)),,1.993,15.9933,0.023,0.989,SMEAR,,,,,,,140-76-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C140772_IR_0.jdx,3-Cyclopentylpropanoic acid,4.24,INFRARED SPECTRUM,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 8 H 14 O 2,,,MSDC-IR,,HP-GC/MS/IRD,gas,,,,1/CM,ABSORBANCE,1.0,1.2e-06,4.0,550.0,3846.0,0.001748,3846,550,0.012,0,825,(X++(Y..Y)),,550.0,3846.0,0.0,0.012,,,,,,,,140-77-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C140794_IR_0.jdx,"N,N'-Dinitrosopiperazine",4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 4 H 8 N 4 O 2,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,1.92898,549.8,4000.7,0.24,4000.7,549.759,0.036688,0,1790,(X++(Y..Y)),,549.759,4000.7,0.0,0.036688000000000005,,,,,,,,140-79-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C140807_IR_0.jdx,2-Amino-5-diethylaminopentane,4.24,INFRARED SPECTRUM,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 9 H 22 N 2,,,MSDC-IR,,HP-GC/MS/IRD,gas,,,,1/CM,ABSORBANCE,1.0,2.5e-06,4.0,550.0,3846.0,0.000325,3846,550,0.025,0,825,(X++(Y..Y)),,550.0,3846.0,0.0,0.025,,,,,,,,140-80-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14087026_IR_0.jdx,"2-NORPINENE, 2,6-DIMETHYL-6-(4-METHYL-3-PENTENYL)",4.24,INFRARED SPECTRUM,COBLENTZ III,WESTERN REGIONAL RES. USDA,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1967/08/08,"2,6-dimethyl-6-(4-methyl-3-pentenyl)bicyclo[3.1.1]hept-2-ene",C15 H24,COBLENTZ NO. 7276,,COBLENTZ,cob7276,CARY 90 (GRATING),"SOLUTION (20% IN CCl4 FOR 4000-1300 CM^-^1, 20% IN CS2 FOR 1300-450 CM^-^1) VS. SOLVENT",TRANSMISSION,4,DIGITIZED BY NIST FROM HARD COPY (FROM TWO SEGMENTS),1/CM,TRANSMITTANCE,1.0,1,0.928796,449.845,4008.06,0.635,4008.06,449.845,0.963,0.002,3832,(X++(Y..Y)),,449.845,4008.06,0.002,0.963,"0.010 CM, 0.010 CM",,,"GRATING CHANGES AT 3000, 2000, 1200 CM^-^1",,,,14087-02-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C140874_IR_0.jdx,"Alpha-Cyanoacetic acid, hydrazide",4.24,INFRARED SPECTRUM,COBLENTZ III,DOW CHEMICAL COMPANY,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1968/05/13,2-cyanoacetohydrazide,C3 H5 N3 O,COBLENTZ NO. 9181,,COBLENTZ,cob9181,DOW KBr FOREPRISM-GRATING,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",TRANSMISSION,2,DIGITIZED BY COBLENTZ SOCIETY (BATCH I) FROM HARD COPY,1/CM,TRANSMITTANCE,1,1,1,390,3800,0.557,3800,390,0.9059,0.0643,3411,(X++(Y..Y)),,390.0,3800.0,0.0643,0.9059,,,,"BLAZED AT 3.5, 12.0, 20.0 MICRON AND CHANGED AT 5.0, 7.5, 14.9 MICRON",Wavenumbers (cm-1),% Transmission,,140-87-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C140885_IR_0.jdx,"2-Propenoic acid, ethyl ester",4.24,INFRARED SPECTRUM,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 5 H 8 O 2,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,9.0234e-05,4.0,450.0,3966.0,0.003429,3966,450,0.90234,0,880,(X++(Y..Y)),,450.0,3966.0,0.0,0.90234,,,,,,,,140-88-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C140885_IR_1.jdx,"ACRYLIC ACID, ETHYL ESTER",4.24,INFRARED SPECTRUM,COBLENTZ,DOW CHEMICAL COMPANY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1964,"ethyl acrylate PROPENOIC ACID, ETHYL ESTER",C5 H8 O2,COBLENTZ NO. 8775,,COBLENTZ,cob-r8775,DOW KBr FOREPRISM-GRATING,"GAS (30 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",TRANSMISSION,2,DIGITIZED BY NIST FROM HARD COPY (FROM TWO SEGMENTS),1/CM,TRANSMITTANCE,1.0,1,0.935309,462.354,3796.73,1.033,3796.73,462.354,1.034,0.007,3566,(X++(Y..Y)),,462.354,3796.73,0.007,1.034,5 CM,,,"GRATING CHANGED AT 5.0, 7.5, 15.0 MICRON",,,,140-88-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C140885_IR_10.jdx,Ethyl Acrylate,4.24,INFRARED SPECTRUM,IUPAC A,"NIST, Anayltical Chemistry Division, 301-975-3108",COPYRIGHT (C) 1998 by the U.S. Secretary of Commerce,98/10/1,,C H2: C H C O2 C2 H5,,,QUANT-IR,,IFS66V (Bruker),gas,1 L/min Flow,0.482,Triangular Apodization,cm-1,(micromol/mol)-1m-1 (base 10),1.0,1.8189e-12,0.241,574.928,3975.077,5.8e-07,3974.84,574.93,0.0020715,-5.29e-07,14106,(X++(Y..Y)),,574.93,3975.077,-5.290052382e-07,0.002071436076,,-71.2 C,99.8 C,KBr Beam splitter; MCT Detector; Multipass cell,,,Ethyl Ester-Propenoic Acid,140-88-5,,,,,,,,,,,,,,,1.0,"2.0 % relative (B=1.0E-04,C=3.0E-10,D=2.7E-14)",Ethyl Acrylate Primary Gas Standard,101.3 kPa,23 C,,,,,,,,,,,,,
C140885_IR_11.jdx,Ethyl Acrylate,4.24,INFRARED SPECTRUM,IUPAC A,"NIST, Anayltical Chemistry Division, 301-975-3108",COPYRIGHT (C) 1998 by the U.S. Secretary of Commerce,98/10/1,,C H2: C H C O2 C2 H5,,,QUANT-IR,,IFS66V (Bruker),gas,1 L/min Flow,0.241,Triangular Apodization,cm-1,(micromol/mol)-1m-1 (base 10),1.0,1.8189e-12,0.1205,575.048,3974.957,4.5e-07,3974.84,575.05,0.0020794,-5.35e-07,28209,(X++(Y..Y)),,575.05,3974.957,-5.908478382000001e-07,0.0020793810312,,-71.2 C,99.8 C,KBr Beam splitter; MCT Detector; Multipass cell,,,Ethyl Ester-Propenoic Acid,140-88-5,,,,,,,,,,,,,,,1.0,"2.0 % relative (B=1.0E-04,C=3.0E-10,D=2.7E-14)",Ethyl Acrylate Primary Gas Standard,101.3 kPa,23 C,,,,,,,,,,,,,
C140885_IR_12.jdx,Ethyl Acrylate,4.24,INFRARED SPECTRUM,IUPAC A,"NIST, Anayltical Chemistry Division, 301-975-3108",COPYRIGHT (C) 1998 by the U.S. Secretary of Commerce,98/10/1,,C H2: C H C O2 C2 H5,,,QUANT-IR,,IFS66V (Bruker),gas,1 L/min Flow,0.125,Triangular Apodization,cm-1,(micromol/mol)-1m-1 (base 10),1.0,1.8189e-12,0.0625,574.988,3975.017,7.7e-07,3974.96,574.99,0.0020835,-6.41e-07,56419,(X++(Y..Y)),,574.99,3975.017,-6.841537704e-07,0.0020834826507,,-71.2 C,99.8 C,KBr Beam splitter; MCT Detector; Multipass cell,,,Ethyl Ester-Propenoic Acid,140-88-5,,,,,,,,,,,,,,,1.0,"2.0 % relative (B=1.0E-04,C=3.0E-10,D=2.7E-14)",Ethyl Acrylate Primary Gas Standard,101.3 kPa,23 C,,,,,,,,,,,,,
C140885_IR_13.jdx,Ethyl Acrylate,4.24,INFRARED SPECTRUM,IUPAC A,"NIST, Anayltical Chemistry Division, 301-975-3108",COPYRIGHT (C) 1998 by the U.S. Secretary of Commerce,98/10/1,,C H2: C H C O2 C2 H5,,,QUANT-IR,,IFS66V (Bruker),gas,1 L/min Flow,1.929,Happ Genzel Apodization,cm-1,(micromol/mol)-1m-1 (base 10),1.0,1.8189e-12,0.9645,574.687,3974.595,4.85e-07,3973.63,574.69,0.0020775,-4.94e-07,3527,(X++(Y..Y)),,574.69,3974.595,-4.945807368000001e-07,0.0020774493594,,-71.2 C,99.8 C,KBr Beam splitter; MCT Detector; Multipass cell,,,Ethyl Ester-Propenoic Acid,140-88-5,,,,,,,,,,,,,,,1.0,"2.0 % relative (B=1.0E-04,C=3.0E-10,D=2.7E-14)",Ethyl Acrylate Primary Gas Standard,101.3 kPa,23 C,,,,,,,,,,,,,
C140885_IR_14.jdx,Ethyl Acrylate,4.24,INFRARED SPECTRUM,IUPAC A,"NIST, Anayltical Chemistry Division, 301-975-3108",COPYRIGHT (C) 1998 by the U.S. Secretary of Commerce,98/10/1,,C H2: C H C O2 C2 H5,,,QUANT-IR,,IFS66V (Bruker),gas,1 L/min Flow,0.964,Happ Genzel Apodization,cm-1,(micromol/mol)-1m-1 (base 10),1.0,1.8189e-12,0.482,575.169,3975.077,4.6e-07,3974.59,575.17,0.0020845,-5.16e-07,7053,(X++(Y..Y)),,575.17,3975.077,-5.16331143e-07,0.0020844157464,,-71.2 C,99.8 C,KBr Beam splitter; MCT Detector; Multipass cell,,,Ethyl Ester-Propenoic Acid,140-88-5,,,,,,,,,,,,,,,1.0,"2.0 % relative (B=1.0E-04,C=3.0E-10,D=2.7E-14)",Ethyl Acrylate Primary Gas Standard,101.3 kPa,23 C,,,,,,,,,,,,,
C140885_IR_15.jdx,Ethyl Acrylate,4.24,INFRARED SPECTRUM,IUPAC A,"NIST, Anayltical Chemistry Division, 301-975-3108",COPYRIGHT (C) 1998 by the U.S. Secretary of Commerce,98/10/1,,C H2: C H C O2 C2 H5,,,QUANT-IR,,IFS66V (Bruker),gas,1 L/min Flow,0.482,Happ Genzel Apodization,cm-1,(micromol/mol)-1m-1 (base 10),1.0,1.8189e-12,0.241,574.928,3975.077,5.59e-07,3974.84,574.93,0.0020862,-5.32e-07,14106,(X++(Y..Y)),,574.93,3975.077,-5.490313272e-07,0.0020861928117,,-71.2 C,99.8 C,KBr Beam splitter; MCT Detector; Multipass cell,,,Ethyl Ester-Propenoic Acid,140-88-5,,,,,,,,,,,,,,,1.0,"2.0 % relative (B=1.0E-04,C=3.0E-10,D=2.7E-14)",Ethyl Acrylate Primary Gas Standard,101.3 kPa,23 C,,,,,,,,,,,,,
C140885_IR_16.jdx,Ethyl Acrylate,4.24,INFRARED SPECTRUM,IUPAC A,"NIST, Anayltical Chemistry Division, 301-975-3108",COPYRIGHT (C) 1998 by the U.S. Secretary of Commerce,98/10/1,,C H2: C H C O2 C2 H5,,,QUANT-IR,,IFS66V (Bruker),gas,1 L/min Flow,0.241,Happ Genzel Apodization,cm-1,(micromol/mol)-1m-1 (base 10),1.0,1.8189e-12,0.1205,575.048,3974.957,4.37e-07,3974.84,575.05,0.002087,-6.13e-07,28209,(X++(Y..Y)),,575.05,3974.957,-6.135731748e-07,0.0020869731198,,-71.2 C,99.8 C,KBr Beam splitter; MCT Detector; Multipass cell,,,Ethyl Ester-Propenoic Acid,140-88-5,,,,,,,,,,,,,,,1.0,"2.0 % relative (B=1.0E-04,C=3.0E-10,D=2.7E-14)",Ethyl Acrylate Primary Gas Standard,101.3 kPa,23 C,,,,,,,,,,,,,
C140885_IR_17.jdx,Ethyl Acrylate,4.24,INFRARED SPECTRUM,IUPAC A,"NIST, Anayltical Chemistry Division, 301-975-3108",COPYRIGHT (C) 1998 by the U.S. Secretary of Commerce,98/10/1,,C H2: C H C O2 C2 H5,,,QUANT-IR,,IFS66V (Bruker),gas,1 L/min Flow,0.125,Happ Genzel Apodization,cm-1,(micromol/mol)-1m-1 (base 10),1.0,1.8189e-12,0.0625,574.988,3975.017,7.31e-07,3974.96,574.99,0.0020876,-7.67e-07,56419,(X++(Y..Y)),,574.99,3975.017,-7.671683664e-07,0.0020875424355,,-71.2 C,99.8 C,KBr Beam splitter; MCT Detector; Multipass cell,,,Ethyl Ester-Propenoic Acid,140-88-5,,,,,,,,,,,,,,,1.0,"2.0 % relative (B=1.0E-04,C=3.0E-10,D=2.7E-14)",Ethyl Acrylate Primary Gas Standard,101.3 kPa,23 C,,,,,,,,,,,,,
C140885_IR_18.jdx,Ethyl Acrylate,4.24,INFRARED SPECTRUM,IUPAC A,"NIST, Anayltical Chemistry Division, 301-975-3108",COPYRIGHT (C) 1998 by the U.S. Secretary of Commerce,98/10/1,,C H2: C H C O2 C2 H5,,,QUANT-IR,,IFS66V (Bruker),gas,1 L/min Flow,1.929,3-Term B-H Apodization,cm-1,(micromol/mol)-1m-1 (base 10),1.0,1.8189e-12,0.9645,574.687,3974.595,5.24e-07,3973.63,574.69,0.0020713,-4.85e-07,3527,(X++(Y..Y)),,574.69,3974.595,-4.858609302000001e-07,0.0020712050757,,-71.2 C,99.8 C,KBr Beam splitter; MCT Detector; Multipass cell,,,Ethyl Ester-Propenoic Acid,140-88-5,,,,,,,,,,,,,,,1.0,"2.0 % relative (B=1.0E-04,C=3.0E-10,D=2.7E-14)",Ethyl Acrylate Primary Gas Standard,101.3 kPa,23 C,,,,,,,,,,,,,
C140885_IR_19.jdx,Ethyl Acrylate,4.24,INFRARED SPECTRUM,IUPAC A,"NIST, Anayltical Chemistry Division, 301-975-3108",COPYRIGHT (C) 1998 by the U.S. Secretary of Commerce,98/10/1,,C H2: C H C O2 C2 H5,,,QUANT-IR,,IFS66V (Bruker),gas,1 L/min Flow,0.964,3-Term B-H Apodization,cm-1,(micromol/mol)-1m-1 (base 10),1.0,1.8189e-12,0.482,575.169,3975.077,4.5e-07,3974.59,575.17,0.0020827,-5.13e-07,7053,(X++(Y..Y)),,575.17,3975.077,-5.130898632e-07,0.0020826605079,,-71.2 C,99.8 C,KBr Beam splitter; MCT Detector; Multipass cell,,,Ethyl Ester-Propenoic Acid,140-88-5,,,,,,,,,,,,,,,1.0,"2.0 % relative (B=1.0E-04,C=3.0E-10,D=2.7E-14)",Ethyl Acrylate Primary Gas Standard,101.3 kPa,23 C,,,,,,,,,,,,,
C140885_IR_2.jdx,"2-PROPENOIC ACID, ETHYL ESTER",4.24,INFRARED SPECTRUM,COBLENTZ III,DOW CORNING CORP.,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1966,"ethyl acrylate ACRYLIC ACID, ETHYL ESTER",C5 H8 O2,COBLENTZ NO. 4305,,COBLENTZ,cob4305,PERKIN-ELMER 521 (GRATING),"SOLUTION (5% IN CCl4 FOR 3800-1300, 5% IN CS2 FOR 1300-600, AND 5% IN CCl4 FOR 600-240 CM^-^1) VERSUS SOLVENT",TRANSMISSION,4,DIGITIZED BY NIST FROM HARD COPY (FROM TWO SEGMENTS),1/CM,TRANSMITTANCE,1.0,1,1.281027,228.343,3790.88,0.794,3790.88,228.343,0.895,0,2782,(X++(Y..Y)),,228.343,3790.88,0.0,0.895,"0.010, 0.010, AND 0.020 CM (CsBr CELL)",,,"FILTERS AT 3150, 2500, 2000, 1150, 700, 410; GRATING CHANGES AT 2000, 630 CM^-^1",,,,140-88-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C140885_IR_20.jdx,Ethyl Acrylate,4.24,INFRARED SPECTRUM,IUPAC A,"NIST, Anayltical Chemistry Division, 301-975-3108",COPYRIGHT (C) 1998 by the U.S. Secretary of Commerce,98/10/1,,C H2: C H C O2 C2 H5,,,QUANT-IR,,IFS66V (Bruker),gas,1 L/min Flow,0.482,3-Term B-H Apodization,cm-1,(micromol/mol)-1m-1 (base 10),1.0,1.8189e-12,0.241,574.928,3975.077,5.11e-07,3974.84,574.93,0.0020858,-5.28e-07,14106,(X++(Y..Y)),,574.93,3975.077,-5.284486548e-07,0.0020857926537,,-71.2 C,99.8 C,KBr Beam splitter; MCT Detector; Multipass cell,,,Ethyl Ester-Propenoic Acid,140-88-5,,,,,,,,,,,,,,,1.0,"2.0 % relative (B=1.0E-04,C=3.0E-10,D=2.7E-14)",Ethyl Acrylate Primary Gas Standard,101.3 kPa,23 C,,,,,,,,,,,,,
C140885_IR_21.jdx,Ethyl Acrylate,4.24,INFRARED SPECTRUM,IUPAC A,"NIST, Anayltical Chemistry Division, 301-975-3108",COPYRIGHT (C) 1998 by the U.S. Secretary of Commerce,98/10/1,,C H2: C H C O2 C2 H5,,,QUANT-IR,,IFS66V (Bruker),gas,1 L/min Flow,0.241,3-Term B-H Apodization,cm-1,(micromol/mol)-1m-1 (base 10),1.0,1.8189e-12,0.1205,575.048,3974.957,4.7e-07,3974.84,575.05,0.0020868,-5.31e-07,28209,(X++(Y..Y)),,575.05,3974.957,-5.90906043e-07,0.0020867039226,,-71.2 C,99.8 C,KBr Beam splitter; MCT Detector; Multipass cell,,,Ethyl Ester-Propenoic Acid,140-88-5,,,,,,,,,,,,,,,1.0,"2.0 % relative (B=1.0E-04,C=3.0E-10,D=2.7E-14)",Ethyl Acrylate Primary Gas Standard,101.3 kPa,23 C,,,,,,,,,,,,,
C140885_IR_22.jdx,Ethyl Acrylate,4.24,INFRARED SPECTRUM,IUPAC A,"NIST, Anayltical Chemistry Division, 301-975-3108",COPYRIGHT (C) 1998 by the U.S. Secretary of Commerce,98/10/1,,C H2: C H C O2 C2 H5,,,QUANT-IR,,IFS66V (Bruker),gas,1 L/min Flow,0.125,3-Term B-H Apodization,cm-1,(micromol/mol)-1m-1 (base 10),1.0,1.8189e-12,0.0625,574.988,3975.017,5.9e-07,3974.96,574.99,0.0020874,-6.49e-07,56419,(X++(Y..Y)),,574.99,3975.017,-6.706902726e-07,0.0020873569077,,-71.2 C,99.8 C,KBr Beam splitter; MCT Detector; Multipass cell,,,Ethyl Ester-Propenoic Acid,140-88-5,,,,,,,,,,,,,,,1.0,"2.0 % relative (B=1.0E-04,C=3.0E-10,D=2.7E-14)",Ethyl Acrylate Primary Gas Standard,101.3 kPa,23 C,,,,,,,,,,,,,
C140885_IR_23.jdx,Ethyl Acrylate,4.24,INFRARED SPECTRUM,IUPAC A,"NIST, Anayltical Chemistry Division, 301-975-3108",COPYRIGHT (C) 1998 by the U.S. Secretary of Commerce,98/10/1,,C H2: C H C O2 C2 H5,,,QUANT-IR,,IFS66V (Bruker),gas,1 L/min Flow,1.929,NB Strong Apodization,cm-1,(micromol/mol)-1m-1 (base 10),1.0,1.8189e-12,0.9645,574.687,3974.595,4.9e-07,3973.63,574.69,0.0020769,-4.94e-07,3527,(X++(Y..Y)),,574.69,3974.595,-4.94249697e-07,0.0020768218389,,-71.2 C,99.8 C,KBr Beam splitter; MCT Detector; Multipass cell,,,Ethyl Ester-Propenoic Acid,140-88-5,,,,,,,,,,,,,,,1.0,"2.0 % relative (B=1.0E-04,C=3.0E-10,D=2.7E-14)",Ethyl Acrylate Primary Gas Standard,101.3 kPa,23 C,,,,,,,,,,,,,
C140885_IR_24.jdx,Ethyl Acrylate,4.24,INFRARED SPECTRUM,IUPAC A,"NIST, Anayltical Chemistry Division, 301-975-3108",COPYRIGHT (C) 1998 by the U.S. Secretary of Commerce,98/10/1,,C H2: C H C O2 C2 H5,,,QUANT-IR,,IFS66V (Bruker),gas,1 L/min Flow,0.964,NB Strong Apodization,cm-1,(micromol/mol)-1m-1 (base 10),1.0,1.8189e-12,0.482,575.169,3975.077,4.64e-07,3974.59,575.17,0.0020843,-5.14e-07,7053,(X++(Y..Y)),,575.17,3975.077,-5.148905742e-07,0.0020842156674000002,,-71.2 C,99.8 C,KBr Beam splitter; MCT Detector; Multipass cell,,,Ethyl Ester-Propenoic Acid,140-88-5,,,,,,,,,,,,,,,1.0,"2.0 % relative (B=1.0E-04,C=3.0E-10,D=2.7E-14)",Ethyl Acrylate Primary Gas Standard,101.3 kPa,23 C,,,,,,,,,,,,,
C140885_IR_25.jdx,Ethyl Acrylate,4.24,INFRARED SPECTRUM,IUPAC A,"NIST, Anayltical Chemistry Division, 301-975-3108",COPYRIGHT (C) 1998 by the U.S. Secretary of Commerce,98/10/1,,C H2: C H C O2 C2 H5,,,QUANT-IR,,IFS66V (Bruker),gas,1 L/min Flow,0.482,NB Strong Apodization,cm-1,(micromol/mol)-1m-1 (base 10),1.0,1.8189e-12,0.241,574.928,3975.077,5.62e-07,3974.84,574.93,0.0020862,-5.31e-07,14106,(X++(Y..Y)),,574.93,3975.077,-5.475180024e-07,0.0020861527959,,-71.2 C,99.8 C,KBr Beam splitter; MCT Detector; Multipass cell,,,Ethyl Ester-Propenoic Acid,140-88-5,,,,,,,,,,,,,,,1.0,"2.0 % relative (B=1.0E-04,C=3.0E-10,D=2.7E-14)",Ethyl Acrylate Primary Gas Standard,101.3 kPa,23 C,,,,,,,,,,,,,
C140885_IR_26.jdx,Ethyl Acrylate,4.24,INFRARED SPECTRUM,IUPAC A,"NIST, Anayltical Chemistry Division, 301-975-3108",COPYRIGHT (C) 1998 by the U.S. Secretary of Commerce,98/10/1,,C H2: C H C O2 C2 H5,,,QUANT-IR,,IFS66V (Bruker),gas,1 L/min Flow,0.241,NB Strong Apodization,cm-1,(micromol/mol)-1m-1 (base 10),1.0,1.8189e-12,0.1205,575.048,3974.957,4.34e-07,3974.84,575.05,0.002087,-6.12e-07,28209,(X++(Y..Y)),,575.05,3974.957,-6.120562122000001e-07,0.0020869549308000002,,-71.2 C,99.8 C,KBr Beam splitter; MCT Detector; Multipass cell,,,Ethyl Ester-Propenoic Acid,140-88-5,,,,,,,,,,,,,,,1.0,"2.0 % relative (B=1.0E-04,C=3.0E-10,D=2.7E-14)",Ethyl Acrylate Primary Gas Standard,101.3 kPa,23 C,,,,,,,,,,,,,
